"Log id","Log type","Title","Log","Ip Address","Created","Created"
"64","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=3 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:11:20","2013-07-26 07:11:20"
"65","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=11 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:11:39","2013-07-26 07:11:39"
"66","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=29 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:11:44","2013-07-26 07:11:44"
"67","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=12 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:11:47","2013-07-26 07:11:47"
"68","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=109139 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:11:54","2013-07-26 07:11:54"
"69","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=109139 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:11:58","2013-07-26 07:11:58"
"70","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=29 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:12:04","2013-07-26 07:12:04"
"71","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=29 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:12:04","2013-07-26 07:12:04"
"72","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=17 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:12:09","2013-07-26 07:12:09"
"73","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=17 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:12:10","2013-07-26 07:12:10"
"74","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=29 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:12:13","2013-07-26 07:12:13"
"75","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=29 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:12:13","2013-07-26 07:12:13"
"76","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=29 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:12:17","2013-07-26 07:12:17"
"77","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=20 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:12:33","2013-07-26 07:12:33"
"78","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=17 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:12:44","2013-07-26 07:12:44"
"79","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=20 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:12:58","2013-07-26 07:12:58"
"80","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=11 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:16:54","2013-07-26 07:16:54"
"81","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=29 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:16:59","2013-07-26 07:16:59"
"82","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=19 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:17:03","2013-07-26 07:17:03"
"83","Error","DB Error #1052","[SELECT  ticket.*, lock_id, dept_id, priority_desc  ,IF(sla.id IS NULL, NULL, DATE_ADD(ticket.created, INTERVAL sla.grace_period HOUR)) as sla_duedate  ,count(attach.attach_id) as attachments  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON (ticket.dept_id=dept.dept_id)  LEFT JOIN ost_sla sla ON (ticket.sla_id=sla.id AND sla.isactive=1)  LEFT JOIN ost_ticket_priority pri ON (ticket.priority_id=pri.priority_id)  LEFT JOIN ost_ticket_lock tlock ON (ticket.ticket_id=tlock.ticket_id AND tlock.expire>NOW())  LEFT JOIN ost_ticket_attachment attach ON (ticket.ticket_id=attach.ticket_id)  WHERE ticket.ticket_id=19 GROUP BY ticket.ticket_id]

Column 'dept_id' in field list is ambiguous","203.215.166.162","2013-07-26 07:17:03","2013-07-26 07:17:03"
"35","Warning","Failed login attempt (user)","Email: attalafkj@yahoo.com
Complaint #: 809194
IP: 203.215.166.163
TIME: Jul 16, 2013, 3:00 am CDT

Attempts #2","203.215.166.163","2013-07-16 03:00:38","2013-07-16 03:00:38"
"183","Warning","Failed staff login attempt (admin)","Username: admin
IP: 203.215.166.162
TIME: Aug 20, 2013, 8:30 am CDT

Attempts #2","203.215.166.162","2013-08-20 08:30:24","2013-08-20 08:30:24"
"184","Error","DB Error #1064","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=]

You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1","203.215.166.163","2013-08-20 08:47:22","2013-08-20 08:47:22"
"185","Error","DB Error #1064","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=]

You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1","203.215.166.163","2013-08-20 08:47:23","2013-08-20 08:47:23"
"186","Error","DB Error #1064","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=]

You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1","203.215.166.163","2013-08-20 08:47:23","2013-08-20 08:47:23"
"187","Error","DB Error #1064","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=]

You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1","203.215.166.163","2013-08-20 08:47:24","2013-08-20 08:47:24"
"188","Warning","Failed staff login attempt (crazenaotr)","Username: crazenaotr
IP: 203.215.166.163
TIME: Aug 21, 2013, 2:01 am CDT

Attempts #2","203.215.166.163","2013-08-21 02:01:36","2013-08-21 02:01:36"
"174","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Khyber]

Unknown column 'Khyber' in 'where clause'","203.215.166.162","2013-08-20 08:12:30","2013-08-20 08:12:30"
"175","Error","DB Error #1064","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=]

You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1","203.215.166.162","2013-08-20 08:12:31","2013-08-20 08:12:31"
"176","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Kurram]

Unknown column 'Kurram' in 'where clause'","203.215.166.162","2013-08-20 08:16:13","2013-08-20 08:16:13"
"177","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Orakzai]

Unknown column 'Orakzai' in 'where clause'","203.215.166.162","2013-08-20 08:16:13","2013-08-20 08:16:13"
"178","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Mohmand]

Unknown column 'Mohmand' in 'where clause'","203.215.166.162","2013-08-20 08:16:15","2013-08-20 08:16:15"
"179","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Bajaur]

Unknown column 'Bajaur' in 'where clause'","203.215.166.162","2013-08-20 08:16:16","2013-08-20 08:16:16"
"180","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Khyber]

Unknown column 'Khyber' in 'where clause'","203.215.166.162","2013-08-20 08:16:18","2013-08-20 08:16:18"
"181","Error","DB Error #1064","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=]

You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1","203.215.166.162","2013-08-20 08:16:19","2013-08-20 08:16:19"
"182","Error","DB Error #1054","[SELECT count(DISTINCT ticket.ticket_id)  FROM ost_ticket ticket  LEFT JOIN ost_department dept ON ticket.dept_id=dept.dept_id    WHERE (   ticket.staff_id=1 OR ticket.dept_id IN (1) ) AND thread.complaint_status='Inquiry in process (if approved)' AND ( 
                ( ticket.status="open"  )  OR ticket.status="closed"  ) ]

Unknown column 'thread.complaint_status' in 'where clause'","203.215.166.162","2013-08-20 08:26:52","2013-08-20 08:26:52"
"166","Error","DB Error #1064","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=]

You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1","203.215.166.162","2013-08-20 08:11:24","2013-08-20 08:11:24"
"167","Error","DB Error #1064","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=]

You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1","203.215.166.162","2013-08-20 08:11:24","2013-08-20 08:11:24"
"168","Error","DB Error #1064","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=]

You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1","203.215.166.162","2013-08-20 08:11:25","2013-08-20 08:11:25"
"169","Error","DB Error #1064","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=]

You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1","203.215.166.162","2013-08-20 08:11:25","2013-08-20 08:11:25"
"170","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Kurram]

Unknown column 'Kurram' in 'where clause'","203.215.166.162","2013-08-20 08:12:27","2013-08-20 08:12:27"
"171","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Orakzai]

Unknown column 'Orakzai' in 'where clause'","203.215.166.162","2013-08-20 08:12:28","2013-08-20 08:12:28"
"172","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Mohmand]

Unknown column 'Mohmand' in 'where clause'","203.215.166.162","2013-08-20 08:12:29","2013-08-20 08:12:29"
"173","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Bajaur]

Unknown column 'Bajaur' in 'where clause'","203.215.166.162","2013-08-20 08:12:30","2013-08-20 08:12:30"
"155","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Orakzai]

Unknown column 'Orakzai' in 'where clause'","203.215.166.163","2013-08-20 06:14:45","2013-08-20 06:14:45"
"156","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Mohmand]

Unknown column 'Mohmand' in 'where clause'","203.215.166.163","2013-08-20 06:14:45","2013-08-20 06:14:45"
"157","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Bajaur]

Unknown column 'Bajaur' in 'where clause'","203.215.166.163","2013-08-20 06:14:46","2013-08-20 06:14:46"
"158","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Khyber]

Unknown column 'Khyber' in 'where clause'","203.215.166.163","2013-08-20 06:14:47","2013-08-20 06:14:47"
"159","Error","DB Error #1064","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=]

You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1","203.215.166.163","2013-08-20 06:14:48","2013-08-20 06:14:48"
"160","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Kurram]

Unknown column 'Kurram' in 'where clause'","203.215.166.163","2013-08-20 06:52:48","2013-08-20 06:52:48"
"161","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Orakzai]

Unknown column 'Orakzai' in 'where clause'","203.215.166.163","2013-08-20 06:52:49","2013-08-20 06:52:49"
"162","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Mohmand]

Unknown column 'Mohmand' in 'where clause'","203.215.166.163","2013-08-20 06:52:50","2013-08-20 06:52:50"
"163","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Bajaur]

Unknown column 'Bajaur' in 'where clause'","203.215.166.163","2013-08-20 06:52:51","2013-08-20 06:52:51"
"164","Error","DB Error #1054","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=Khyber]

Unknown column 'Khyber' in 'where clause'","203.215.166.163","2013-08-20 06:52:51","2013-08-20 06:52:51"
"165","Error","DB Error #1064","[SELECT ticketID, ticket_id FROM ost_ticket WHERE location=]

You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1","203.215.166.163","2013-08-20 06:52:52","2013-08-20 06:52:52"
"53","Warning","Failed login attempt (user)","Email: atta@crazenators.com
Complaint #: 631310
IP: 203.215.166.162
TIME: Jul 17, 2013, 6:07 am CDT

Attempts #2","203.215.166.162","2013-07-17 06:07:14","2013-07-17 06:07:14"
"54","Warning","Failed login attempt (user)","Email: 17
Complaint #: 505473
IP: 203.215.166.162
TIME: Jul 18, 2013, 7:59 am CDT

Attempts #2","203.215.166.162","2013-07-18 07:59:33","2013-07-18 07:59:33"
"55","Warning","Failed login attempt (user)","Email: 17
Complaint #: 505473
IP: 203.215.166.162
TIME: Jul 18, 2013, 7:59 am CDT

Attempts #4","203.215.166.162","2013-07-18 07:59:48","2013-07-18 07:59:48"
"56","Warning","Failed login attempt (user)","Email: 17
Complaint #: 505473
IP: 203.215.166.162
TIME: Jul 18, 2013, 8:01 am CDT

Attempts #6","203.215.166.162","2013-07-18 08:01:27","2013-07-18 08:01:27"
"57","Warning","Invalid CSRF Token __CSRFToken__","Invalid CSRF token [YTQxMWVlNGEzYTFhZThiZDBlNDA2NWI4Nzk4MmMzN2VmZmRlZjIwMg==] on http://projects.crazenatorstechnologies.com/git/scp/login.php","203.215.166.162","2013-07-19 06:06:53","2013-07-19 06:06:53"
"58","Warning","Invalid CSRF Token __CSRFToken__","Invalid CSRF token [YTQxMWVlNGEzYTFhZThiZDBlNDA2NWI4Nzk4MmMzN2VmZmRlZjIwMg==] on http://projects.crazenatorstechnologies.com/git/scp/login.php","203.215.166.162","2013-07-19 06:06:59","2013-07-19 06:06:59"
"59","Warning","Invalid CSRF Token __CSRFToken__","Invalid CSRF token [YTQxMWVlNGEzYTFhZThiZDBlNDA2NWI4Nzk4MmMzN2VmZmRlZjIwMg==] on http://projects.crazenatorstechnologies.com/git/scp/login.php","203.215.166.162","2013-07-19 06:07:03","2013-07-19 06:07:03"
"60","Warning","Invalid CSRF Token __CSRFToken__","Invalid CSRF token [YTQxMWVlNGEzYTFhZThiZDBlNDA2NWI4Nzk4MmMzN2VmZmRlZjIwMg==] on http://projects.crazenatorstechnologies.com/git/scp/login.php","203.215.166.162","2013-07-19 06:07:08","2013-07-19 06:07:08"
